occupation,salary,level,vacation,happiness
BI Analyst,127645,Junior,True,1
BI Analyst,585807,Senior,True,5
Mobile Developer,734598,Intermediate,False,2
AI Engineer,217698,Intermediate,True,2
Mobile Developer,391697,Junior,True,2
BI Analyst,593187,Junior,True,1
BI Analyst,625429,Senior,False,1
QA Engineer,176761,Junior,True,2
HR Manager,261685,Senior,False,1
AI Engineer,147332,Junior,False,2
QA Engineer,722335,Intermediate,False,2
QA Engineer,342494,Senior,False,2
BI Analyst,495656,Junior,True,2
BI Analyst,604452,Senior,False,2
Software Engineer,615479,Intermediate,True,4
BI Analyst,544651,Junior,False,1
BI Analyst,621393,Senior,False,2
QA Engineer,269458,Junior,True,2
Software Engineer,418448,Intermediate,False,2
Mobile Developer,666938,Junior,True,1
AI Engineer,176980,Senior,True,2
Mobile Developer,155054,Junior,True,2
HR Manager,536232,Senior,True,3
BI Analyst,578139,Senior,True,4
Software Engineer,548252,Senior,False,2
BI Analyst,424312,Senior,False,1
BI Analyst,629654,Junior,False,1
QA Engineer,538976,Intermediate,True,4
BI Analyst,571534,Junior,False,1
QA Engineer,505028,Senior,False,2
AI Engineer,577128,Senior,False,2
BI Analyst,731523,Junior,True,2
AI Engineer,456533,Senior,False,2
HR Manager,345586,Intermediate,True,2
Mobile Developer,161086,Senior,False,1
Software Engineer,204347,Junior,False,1
Mobile Developer,389104,Junior,False,2
BI Analyst,502738,Senior,True,4
BI Analyst,682084,Senior,True,4
Mobile Developer,348891,Intermediate,True,1
Software Engineer,428428,Intermediate,False,2
AI Engineer,487300,Senior,False,2
Mobile Developer,490316,Senior,True,5
BI Analyst,246899,Intermediate,False,1
HR Manager,485589,Intermediate,True,5
Software Engineer,288504,Senior,False,1
Mobile Developer,160549,Intermediate,True,1
AI Engineer,577521,Intermediate,False,2
HR Manager,239031,Intermediate,True,1
AI Engineer,188148,Junior,False,2
HR Manager,134893,Intermediate,True,1
Software Engineer,174577,Senior,False,2
BI Analyst,228752,Senior,False,1
Mobile Developer,446458,Junior,True,1
BI Analyst,292526,Senior,True,1
Mobile Developer,660560,Senior,False,1
QA Engineer,427807,Junior,True,2
Software Engineer,737938,Intermediate,False,2
QA Engineer,177648,Senior,True,1
Software Engineer,306044,Intermediate,True,2
HR Manager,523062,Junior,True,1
HR Manager,475081,Intermediate,True,4
AI Engineer,529384,Junior,True,1
Software Engineer,374844,Senior,True,2
BI Analyst,114030,Intermediate,True,2
HR Manager,633804,Junior,True,1
BI Analyst,217282,Senior,True,1
AI Engineer,495315,Senior,True,5
BI Analyst,705516,Junior,False,1
QA Engineer,719637,Intermediate,True,3
QA Engineer,534919,Intermediate,False,2
BI Analyst,406566,Intermediate,False,1
QA Engineer,635208,Intermediate,True,4
HR Manager,220084,Senior,False,1
QA Engineer,490149,Junior,False,1
QA Engineer,635929,Junior,True,1
BI Analyst,404170,Intermediate,False,1
Software Engineer,288305,Junior,True,1
Software Engineer,136954,Junior,False,1
Mobile Developer,439934,Junior,True,2
Software Engineer,460083,Intermediate,False,1
HR Manager,171648,Senior,True,1
QA Engineer,461950,Senior,True,5
QA Engineer,243913,Junior,True,1
Software Engineer,556419,Senior,True,3
HR Manager,376231,Senior,False,2
Software Engineer,299464,Junior,True,2
QA Engineer,405652,Junior,True,1
Software Engineer,428374,Senior,True,1
Mobile Developer,729371,Senior,False,2
QA Engineer,465812,Intermediate,False,1
QA Engineer,232447,Intermediate,True,1
Software Engineer,442454,Intermediate,False,2
HR Manager,321254,Junior,False,1
Mobile Developer,628578,Intermediate,False,2
AI Engineer,538784,Junior,True,1
BI Analyst,692412,Junior,True,2
HR Manager,190657,Junior,False,2
Software Engineer,169645,Junior,True,2
BI Analyst,536384,Intermediate,True,5
Software Engineer,248273,Junior,True,2
BI Analyst,303394,Junior,True,1
HR Manager,315850,Intermediate,False,1
BI Analyst,141181,Intermediate,True,1
Software Engineer,405049,Junior,True,1
Mobile Developer,405218,Intermediate,True,1
AI Engineer,722086,Junior,True,2
AI Engineer,278343,Junior,True,2
Mobile Developer,498189,Intermediate,True,3
Software Engineer,690162,Intermediate,False,2
Software Engineer,680455,Senior,True,3
AI Engineer,727667,Intermediate,False,1
Software Engineer,585205,Junior,True,2
HR Manager,312803,Intermediate,True,1
AI Engineer,477049,Senior,True,3
QA Engineer,512682,Senior,False,1
Mobile Developer,572002,Senior,False,2
HR Manager,240667,Junior,False,2
QA Engineer,442621,Senior,False,2
Software Engineer,355820,Senior,True,1
QA Engineer,714342,Intermediate,True,5
AI Engineer,467797,Senior,False,1
Software Engineer,350285,Junior,True,2
AI Engineer,215938,Senior,False,2
Mobile Developer,440685,Junior,False,2
BI Analyst,478938,Intermediate,True,5
Software Engineer,119845,Senior,False,2
QA Engineer,527688,Intermediate,False,1
BI Analyst,312656,Senior,True,1
BI Analyst,245430,Intermediate,True,1
HR Manager,149501,Senior,False,1
Mobile Developer,596840,Intermediate,True,4
Software Engineer,672370,Intermediate,True,5
HR Manager,352624,Junior,True,1
Software Engineer,706223,Intermediate,True,5
HR Manager,381638,Junior,True,1
QA Engineer,619507,Senior,True,3
Software Engineer,378149,Senior,False,1
Mobile Developer,701305,Junior,False,2
HR Manager,738579,Junior,False,1
QA Engineer,596510,Intermediate,True,4
HR Manager,126691,Intermediate,False,2
Software Engineer,645861,Junior,False,1
QA Engineer,733771,Junior,True,1
HR Manager,584708,Senior,False,1
BI Analyst,181391,Junior,True,2
AI Engineer,462194,Junior,False,2
AI Engineer,231841,Intermediate,False,2
Software Engineer,613067,Junior,False,2
Software Engineer,661932,Intermediate,False,2
Software Engineer,638726,Junior,False,1
QA Engineer,614647,Senior,True,3
Software Engineer,673357,Senior,False,1
AI Engineer,237839,Intermediate,True,1
QA Engineer,442003,Junior,False,2
Mobile Developer,697885,Senior,True,4
Mobile Developer,289703,Senior,False,1
QA Engineer,653765,Senior,True,4
Software Engineer,116159,Junior,False,1
Mobile Developer,708002,Senior,False,2
Mobile Developer,747711,Junior,False,1
Software Engineer,573072,Junior,False,1
Mobile Developer,566958,Senior,True,5
AI Engineer,540152,Senior,True,4
Software Engineer,588500,Junior,True,1
QA Engineer,262050,Senior,True,1
Software Engineer,274510,Intermediate,False,2
HR Manager,208143,Junior,False,1
BI Analyst,348435,Senior,True,1
Software Engineer,562613,Senior,True,4
QA Engineer,496711,Senior,False,2
HR Manager,132063,Senior,True,2
QA Engineer,611479,Senior,False,2
QA Engineer,486322,Junior,False,1
BI Analyst,612544,Intermediate,False,2
BI Analyst,514579,Junior,False,1
BI Analyst,608079,Senior,False,1
BI Analyst,513312,Senior,True,3
Mobile Developer,486617,Senior,True,5
QA Engineer,421210,Junior,False,2
HR Manager,242391,Intermediate,False,1
QA Engineer,103074,Intermediate,False,1
Mobile Developer,686420,Junior,True,2
BI Analyst,680057,Intermediate,False,1
AI Engineer,449310,Senior,True,1
BI Analyst,434453,Intermediate,False,1
Software Engineer,114649,Intermediate,True,2
HR Manager,741896,Junior,False,1
AI Engineer,301874,Junior,True,1
AI Engineer,558360,Intermediate,False,1
HR Manager,680976,Intermediate,False,1
Mobile Developer,622419,Senior,True,3
HR Manager,483843,Junior,False,2
BI Analyst,284304,Senior,False,1
HR Manager,142037,Intermediate,True,1
HR Manager,724155,Junior,True,1
QA Engineer,251177,Senior,False,1
AI Engineer,663464,Senior,False,2
QA Engineer,682078,Intermediate,True,4
Software Engineer,567433,Intermediate,True,3
Mobile Developer,322894,Junior,False,1
HR Manager,671909,Senior,False,1
Mobile Developer,253115,Junior,True,1
Mobile Developer,107720,Intermediate,False,1
QA Engineer,476315,Junior,False,2
HR Manager,189639,Intermediate,True,2
QA Engineer,619108,Junior,False,1
Software Engineer,561394,Intermediate,False,1
Software Engineer,319715,Intermediate,False,2
HR Manager,200886,Intermediate,True,1
Mobile Developer,491738,Senior,False,2
Mobile Developer,479311,Intermediate,True,3
HR Manager,620890,Junior,True,1
Mobile Developer,686658,Senior,True,4
BI Analyst,418854,Intermediate,False,1
Software Engineer,106081,Junior,True,1
BI Analyst,347246,Senior,True,1
Software Engineer,549669,Junior,False,2
QA Engineer,740933,Junior,False,1
QA Engineer,454764,Senior,False,1
HR Manager,179243,Junior,True,1
HR Manager,427991,Junior,False,1
HR Manager,680383,Intermediate,True,3
Mobile Developer,684034,Intermediate,True,3
BI Analyst,461577,Intermediate,False,2
Software Engineer,452287,Intermediate,True,3
Mobile Developer,676944,Senior,True,4
AI Engineer,537537,Senior,False,2
QA Engineer,558177,Junior,False,2
QA Engineer,243695,Intermediate,True,2
BI Analyst,471580,Intermediate,False,2
Mobile Developer,452716,Junior,False,1
HR Manager,676941,Junior,True,1
Software Engineer,550031,Junior,True,1
Software Engineer,635418,Intermediate,False,1
AI Engineer,128907,Senior,False,2
AI Engineer,633582,Senior,True,4
HR Manager,692486,Junior,False,2
QA Engineer,551522,Junior,True,2
HR Manager,409534,Senior,True,2
BI Analyst,100191,Intermediate,False,1
HR Manager,578730,Intermediate,False,2
QA Engineer,673466,Junior,False,2
AI Engineer,318499,Intermediate,False,2
HR Manager,258741,Intermediate,False,1
AI Engineer,383920,Senior,False,1
HR Manager,190250,Junior,True,1
Mobile Developer,541819,Intermediate,False,2
Software Engineer,419298,Junior,False,2
BI Analyst,630216,Junior,True,1
BI Analyst,517366,Junior,True,2
AI Engineer,576128,Junior,False,1
Mobile Developer,168828,Intermediate,True,2
QA Engineer,274777,Intermediate,False,1
Software Engineer,395419,Junior,False,2
QA Engineer,443455,Senior,True,1
QA Engineer,180321,Senior,True,2
BI Analyst,563590,Senior,True,5
Software Engineer,139786,Senior,True,2
HR Manager,309991,Intermediate,False,1
Mobile Developer,102309,Senior,True,1
AI Engineer,734265,Junior,True,1
HR Manager,390570,Junior,True,1
QA Engineer,231664,Junior,False,2
HR Manager,684648,Intermediate,False,1
BI Analyst,359161,Senior,True,2
BI Analyst,641420,Junior,True,2
HR Manager,185175,Intermediate,False,1
Mobile Developer,413651,Intermediate,True,2
Mobile Developer,463881,Senior,False,1
QA Engineer,475712,Intermediate,False,1
BI Analyst,498040,Senior,True,4
QA Engineer,742318,Intermediate,False,1
Mobile Developer,518329,Intermediate,False,2
Software Engineer,405217,Senior,False,1
Software Engineer,730823,Junior,True,2
QA Engineer,477160,Intermediate,False,1
Software Engineer,335001,Intermediate,True,1
Software Engineer,697574,Senior,True,5
AI Engineer,749394,Junior,False,1
Software Engineer,151235,Intermediate,True,2
QA Engineer,297166,Senior,True,1
BI Analyst,580707,Intermediate,True,5
HR Manager,676660,Intermediate,True,4
AI Engineer,687939,Senior,False,2
AI Engineer,422267,Junior,False,2
QA Engineer,562552,Junior,False,1
QA Engineer,471111,Senior,True,5
Software Engineer,448733,Intermediate,False,2
QA Engineer,627480,Junior,True,1
AI Engineer,428167,Senior,True,2
AI Engineer,102230,Intermediate,False,1
QA Engineer,316238,Senior,True,2
AI Engineer,327020,Intermediate,False,2
AI Engineer,736185,Senior,False,1
AI Engineer,546241,Intermediate,True,4
HR Manager,181366,Intermediate,False,2
QA Engineer,380913,Intermediate,False,1
Software Engineer,641584,Junior,True,2
Mobile Developer,598201,Senior,False,1
HR Manager,729551,Senior,False,2
HR Manager,577956,Junior,True,2
Mobile Developer,475765,Junior,True,1
Software Engineer,711746,Senior,True,4
HR Manager,245352,Intermediate,False,1
AI Engineer,682373,Senior,True,4
Mobile Developer,133966,Junior,True,1
Software Engineer,268095,Intermediate,False,1
AI Engineer,369040,Intermediate,True,1
HR Manager,622957,Intermediate,True,5
BI Analyst,632784,Junior,True,1
Mobile Developer,671854,Senior,True,3
Software Engineer,476206,Junior,False,1
BI Analyst,358049,Junior,False,1
Software Engineer,442797,Junior,True,1
Software Engineer,533624,Intermediate,False,2
BI Analyst,307092,Senior,True,2
Mobile Developer,454956,Junior,True,1
AI Engineer,544009,Intermediate,True,4
Software Engineer,120709,Senior,False,2
QA Engineer,524889,Intermediate,False,2
QA Engineer,370138,Intermediate,True,1
QA Engineer,416808,Intermediate,True,2
QA Engineer,214376,Senior,True,2
BI Analyst,557213,Intermediate,False,1
HR Manager,594412,Senior,False,2
Mobile Developer,265093,Intermediate,True,1
BI Analyst,300013,Senior,False,2
Software Engineer,201402,Senior,True,2
Mobile Developer,333479,Junior,False,2
Software Engineer,533830,Junior,True,1
QA Engineer,487517,Intermediate,True,3
Mobile Developer,722194,Senior,True,3
QA Engineer,677528,Intermediate,True,4
AI Engineer,703804,Intermediate,False,1
QA Engineer,211465,Junior,True,2
HR Manager,126669,Senior,False,1
Mobile Developer,155476,Senior,False,2
HR Manager,162011,Intermediate,False,1
QA Engineer,516910,Junior,False,2
QA Engineer,314541,Senior,False,1
Mobile Developer,474247,Intermediate,True,4
BI Analyst,679864,Junior,True,2
Mobile Developer,286376,Senior,True,2
Software Engineer,616285,Junior,False,1
HR Manager,584259,Junior,True,2
Mobile Developer,716117,Senior,True,4
AI Engineer,309660,Senior,False,1
AI Engineer,733278,Senior,False,2
HR Manager,173174,Junior,True,1
Mobile Developer,337538,Senior,True,1
AI Engineer,143603,Intermediate,False,2
QA Engineer,516289,Intermediate,False,2
QA Engineer,312144,Senior,False,1
Mobile Developer,123699,Junior,False,1
BI Analyst,571189,Junior,True,1
Software Engineer,544144,Intermediate,False,1
AI Engineer,526691,Intermediate,False,2
AI Engineer,395427,Senior,True,1
BI Analyst,133447,Senior,False,2
AI Engineer,200576,Junior,True,1
BI Analyst,305861,Junior,False,2
QA Engineer,638310,Intermediate,False,1
QA Engineer,197536,Junior,False,1
QA Engineer,676010,Intermediate,True,4
AI Engineer,101590,Junior,True,1
Software Engineer,481726,Intermediate,True,5
AI Engineer,392968,Intermediate,False,2
QA Engineer,729082,Senior,True,5
AI Engineer,169387,Senior,True,1
BI Analyst,244649,Intermediate,False,2
Mobile Developer,117707,Senior,True,2
Mobile Developer,287421,Intermediate,False,2
QA Engineer,298972,Senior,False,1
Software Engineer,535595,Senior,False,2
HR Manager,719102,Senior,False,2
AI Engineer,502899,Intermediate,True,5
QA Engineer,319835,Senior,True,1
QA Engineer,712993,Junior,True,2
Software Engineer,161035,Intermediate,True,2
Mobile Developer,519339,Senior,True,4
HR Manager,264944,Junior,False,1
AI Engineer,494817,Junior,True,1
QA Engineer,554148,Intermediate,False,1
QA Engineer,375152,Intermediate,True,1
QA Engineer,570588,Junior,False,1
QA Engineer,371658,Junior,True,2
QA Engineer,380988,Junior,True,2
QA Engineer,546418,Intermediate,True,3
AI Engineer,297001,Intermediate,False,2
Mobile Developer,538539,Senior,False,1
Software Engineer,621490,Intermediate,True,5
Software Engineer,416772,Junior,True,1
AI Engineer,543775,Intermediate,True,5
QA Engineer,665909,Intermediate,True,3
QA Engineer,218754,Senior,True,1
Mobile Developer,504140,Junior,True,1
Mobile Developer,195639,Intermediate,False,1
BI Analyst,514368,Intermediate,True,3
HR Manager,698477,Senior,True,3
HR Manager,568949,Senior,False,1
Mobile Developer,327411,Senior,True,2
HR Manager,571397,Junior,True,2
BI Analyst,103183,Junior,True,1
BI Analyst,144046,Senior,False,1
HR Manager,208457,Junior,True,2
QA Engineer,151776,Junior,True,1
BI Analyst,192710,Junior,False,1
HR Manager,272983,Intermediate,False,2
BI Analyst,473308,Intermediate,False,2
HR Manager,165137,Intermediate,False,2
AI Engineer,303628,Junior,True,2
BI Analyst,245044,Intermediate,True,2
HR Manager,503390,Senior,True,3
AI Engineer,533035,Senior,True,5
AI Engineer,123597,Senior,False,2
QA Engineer,541641,Junior,False,2
HR Manager,329954,Junior,False,1
Software Engineer,485237,Junior,True,1
QA Engineer,207309,Junior,True,1
AI Engineer,474160,Junior,True,1
HR Manager,135909,Junior,False,2
AI Engineer,363665,Intermediate,True,1
HR Manager,400775,Intermediate,True,1
Mobile Developer,361286,Junior,True,1
Mobile Developer,661102,Intermediate,False,2
AI Engineer,549315,Intermediate,True,5
Mobile Developer,321931,Senior,True,1
QA Engineer,225771,Intermediate,False,1
QA Engineer,535108,Senior,False,2
BI Analyst,385337,Junior,True,1
Mobile Developer,641669,Intermediate,False,2
HR Manager,440722,Intermediate,False,1
AI Engineer,608411,Senior,True,3
BI Analyst,454338,Junior,False,1
AI Engineer,570877,Senior,True,5
QA Engineer,427917,Intermediate,True,2
QA Engineer,305767,Intermediate,False,2
AI Engineer,596357,Senior,True,4
Software Engineer,391747,Junior,True,2
Software Engineer,141208,Intermediate,False,2
HR Manager,311686,Senior,False,1
AI Engineer,655496,Junior,False,2
Software Engineer,486652,Junior,True,1
BI Analyst,477688,Senior,True,3
AI Engineer,728711,Intermediate,True,5
AI Engineer,398185,Intermediate,False,1
AI Engineer,131659,Junior,False,1
Mobile Developer,366758,Senior,False,2
Mobile Developer,612948,Senior,False,1
AI Engineer,418876,Intermediate,True,1
BI Analyst,478969,Intermediate,True,5
QA Engineer,409645,Junior,True,1
AI Engineer,186897,Intermediate,False,2
Mobile Developer,642697,Junior,False,2
QA Engineer,274239,Junior,False,1
Mobile Developer,420624,Junior,True,1
AI Engineer,529807,Senior,True,5
QA Engineer,627318,Senior,False,1
Mobile Developer,213938,Intermediate,True,2
BI Analyst,631180,Junior,False,2
Software Engineer,675143,Senior,False,1
QA Engineer,311513,Senior,False,1
HR Manager,309700,Junior,True,2
Software Engineer,497111,Intermediate,False,2
Software Engineer,502012,Intermediate,True,5
AI Engineer,739438,Intermediate,False,1
BI Analyst,258197,Senior,True,1
Mobile Developer,430205,Intermediate,True,1
AI Engineer,444332,Senior,False,1
Software Engineer,657810,Junior,False,1
AI Engineer,486342,Junior,False,1
QA Engineer,463721,Senior,False,2
Mobile Developer,499214,Intermediate,False,1
AI Engineer,204912,Senior,True,2
HR Manager,684129,Senior,True,5
Software Engineer,700313,Intermediate,True,5
HR Manager,123366,Junior,True,2
BI Analyst,168160,Senior,False,2
QA Engineer,643823,Intermediate,False,2
Software Engineer,745737,Senior,True,4
BI Analyst,269890,Intermediate,True,2
AI Engineer,495634,Junior,True,2
HR Manager,169762,Junior,True,2
BI Analyst,455890,Junior,True,2
BI Analyst,222773,Senior,False,1
Mobile Developer,612746,Junior,True,2
HR Manager,392511,Intermediate,True,1
Software Engineer,653756,Junior,False,1
HR Manager,186412,Intermediate,False,2
HR Manager,165021,Intermediate,True,1
Software Engineer,466392,Intermediate,True,4
Mobile Developer,458299,Senior,False,2
Software Engineer,432239,Junior,True,1
BI Analyst,164353,Senior,False,1
Mobile Developer,347648,Junior,False,2
Mobile Developer,680312,Junior,True,2
HR Manager,636500,Junior,False,2
QA Engineer,571698,Senior,False,1
HR Manager,513699,Senior,True,3
AI Engineer,422547,Junior,True,2
HR Manager,364919,Senior,True,1
Software Engineer,106486,Junior,False,2
QA Engineer,450126,Intermediate,False,1
Mobile Developer,687255,Junior,True,1
BI Analyst,389578,Junior,True,1
Mobile Developer,659617,Intermediate,True,4
Software Engineer,369395,Junior,True,2
AI Engineer,364077,Junior,True,2
HR Manager,470545,Intermediate,True,4
Mobile Developer,437941,Intermediate,False,1
Mobile Developer,698755,Senior,True,3
QA Engineer,372256,Senior,False,1
AI Engineer,699839,Intermediate,True,5
AI Engineer,359602,Intermediate,False,2
Software Engineer,486290,Intermediate,True,4
Mobile Developer,314345,Senior,True,1
QA Engineer,151227,Junior,True,1
HR Manager,425948,Intermediate,True,2
Software Engineer,302143,Intermediate,True,1
QA Engineer,540383,Senior,False,2
HR Manager,321931,Senior,True,2
Software Engineer,101477,Intermediate,False,2
Software Engineer,338880,Intermediate,False,2
QA Engineer,270708,Senior,True,1
HR Manager,706859,Intermediate,True,3
QA Engineer,628154,Junior,True,2
QA Engineer,178880,Intermediate,False,1
BI Analyst,436751,Senior,False,2
Software Engineer,265630,Senior,False,2
Mobile Developer,510799,Intermediate,True,3
QA Engineer,428110,Junior,False,1
HR Manager,444952,Senior,True,2
HR Manager,368535,Intermediate,False,2
QA Engineer,713684,Intermediate,True,5
Mobile Developer,379661,Junior,True,1
AI Engineer,294461,Senior,False,2
AI Engineer,180536,Intermediate,False,2
QA Engineer,322758,Senior,False,2
BI Analyst,525528,Junior,False,2
AI Engineer,320844,Junior,True,2
QA Engineer,542818,Intermediate,True,4
HR Manager,227118,Senior,True,2
AI Engineer,257744,Senior,False,2
HR Manager,216212,Junior,False,2
QA Engineer,669083,Senior,True,5
AI Engineer,717689,Senior,True,3
HR Manager,710572,Senior,True,3
HR Manager,345352,Junior,True,1
QA Engineer,608019,Senior,False,1
QA Engineer,597183,Junior,True,1
HR Manager,569888,Junior,True,1
BI Analyst,377939,Intermediate,True,2
Mobile Developer,515527,Senior,True,3
Software Engineer,515847,Senior,True,4
AI Engineer,557650,Senior,False,1
Software Engineer,265067,Senior,False,2
Mobile Developer,432552,Junior,True,1
HR Manager,603632,Senior,True,3
Software Engineer,307601,Intermediate,False,2
AI Engineer,318302,Senior,True,2
AI Engineer,719078,Intermediate,True,4
HR Manager,158618,Junior,False,1
AI Engineer,676365,Junior,True,2
AI Engineer,267747,Junior,False,1
Software Engineer,578784,Junior,True,1
AI Engineer,280562,Junior,True,1
Software Engineer,268082,Intermediate,False,2
HR Manager,388685,Intermediate,True,2
Mobile Developer,516826,Junior,True,2
AI Engineer,178308,Senior,False,1
QA Engineer,297344,Intermediate,True,2
HR Manager,638864,Senior,False,2
BI Analyst,504690,Senior,False,1
QA Engineer,280850,Junior,True,1
AI Engineer,419638,Senior,False,2
HR Manager,372122,Senior,False,1
AI Engineer,643021,Intermediate,False,1
BI Analyst,206259,Junior,True,1
Mobile Developer,222234,Intermediate,True,1
QA Engineer,216545,Senior,False,2
BI Analyst,116994,Junior,False,1
Mobile Developer,627214,Senior,False,2
QA Engineer,249626,Senior,True,2
Software Engineer,392435,Junior,False,1
QA Engineer,549822,Senior,False,2
Software Engineer,626201,Senior,True,4
QA Engineer,542872,Intermediate,False,1
Mobile Developer,113766,Junior,True,1
AI Engineer,222803,Junior,True,1
Mobile Developer,303514,Intermediate,False,1
QA Engineer,298670,Junior,True,2
HR Manager,670789,Senior,True,4
HR Manager,508124,Junior,False,1
Software Engineer,550209,Junior,False,1
Software Engineer,239410,Senior,True,2
AI Engineer,451707,Senior,True,4
Mobile Developer,412891,Junior,True,1
Mobile Developer,442888,Senior,False,2
Software Engineer,601979,Intermediate,True,4
QA Engineer,368607,Junior,False,2
HR Manager,468293,Senior,False,1
AI Engineer,388863,Intermediate,True,2
BI Analyst,245670,Intermediate,False,2
QA Engineer,298738,Intermediate,False,2
Software Engineer,178311,Senior,False,2
AI Engineer,235745,Junior,True,1
Mobile Developer,689782,Junior,True,2
HR Manager,748309,Junior,True,2
HR Manager,508951,Senior,False,1
BI Analyst,544061,Intermediate,True,3
Software Engineer,733329,Junior,False,1
QA Engineer,113153,Intermediate,False,2
Software Engineer,740477,Senior,False,1
Mobile Developer,473484,Intermediate,False,1
BI Analyst,112649,Senior,False,2
Mobile Developer,668227,Intermediate,True,3
BI Analyst,120523,Intermediate,False,2
BI Analyst,432145,Intermediate,True,1
AI Engineer,739142,Junior,False,1
Mobile Developer,109234,Senior,False,1
BI Analyst,300741,Intermediate,False,2
HR Manager,500531,Senior,False,2
AI Engineer,252391,Junior,True,2
HR Manager,143744,Intermediate,False,1
QA Engineer,426582,Senior,True,1
QA Engineer,691837,Intermediate,False,1
HR Manager,731341,Junior,True,1
HR Manager,571854,Junior,False,1
QA Engineer,110592,Junior,True,1
BI Analyst,610496,Junior,True,1
AI Engineer,410966,Junior,True,2
Software Engineer,729659,Senior,True,4
QA Engineer,350255,Junior,False,1
Software Engineer,325609,Senior,False,2
HR Manager,206567,Junior,True,1
BI Analyst,539196,Junior,True,2
QA Engineer,529012,Intermediate,True,5
Mobile Developer,749367,Junior,True,1
QA Engineer,586424,Senior,True,5
HR Manager,546407,Junior,True,2
QA Engineer,100978,Senior,True,1
Mobile Developer,623443,Junior,False,2
Software Engineer,301215,Junior,True,2
AI Engineer,688413,Intermediate,True,5
BI Analyst,329378,Senior,True,1
QA Engineer,163612,Senior,True,1
AI Engineer,285968,Senior,True,1
QA Engineer,732956,Junior,False,2
QA Engineer,115431,Junior,False,2
Software Engineer,654758,Junior,False,1
QA Engineer,333884,Senior,False,2
AI Engineer,442805,Intermediate,True,1
HR Manager,495387,Intermediate,True,4
HR Manager,696985,Intermediate,False,1
BI Analyst,194118,Junior,False,2
Software Engineer,539670,Senior,False,2
QA Engineer,502271,Junior,True,1
HR Manager,508850,Senior,True,3
BI Analyst,126814,Intermediate,True,2
AI Engineer,272414,Senior,False,1
HR Manager,429414,Intermediate,True,1
Mobile Developer,602567,Senior,False,2
AI Engineer,111286,Junior,False,2
BI Analyst,230255,Junior,False,2
Software Engineer,492065,Junior,False,2
QA Engineer,302846,Intermediate,True,1
QA Engineer,685105,Junior,False,1
HR Manager,499193,Intermediate,False,1
QA Engineer,647177,Intermediate,False,2
AI Engineer,157579,Intermediate,False,1
QA Engineer,114207,Junior,False,2
BI Analyst,563379,Junior,True,1
QA Engineer,441825,Senior,True,2
AI Engineer,495721,Intermediate,False,2
BI Analyst,625312,Intermediate,False,2
BI Analyst,670825,Junior,True,1
Mobile Developer,609202,Intermediate,True,3
Software Engineer,210160,Junior,True,1
Software Engineer,724548,Intermediate,True,4
AI Engineer,292081,Junior,False,2
Mobile Developer,544509,Senior,False,2
Software Engineer,191643,Senior,False,1
AI Engineer,644333,Intermediate,False,2
Software Engineer,520732,Junior,False,2
Mobile Developer,663883,Junior,False,2
QA Engineer,562300,Senior,False,1
Mobile Developer,372219,Senior,True,1
HR Manager,672222,Senior,False,2
AI Engineer,163571,Senior,False,2
BI Analyst,223217,Junior,True,2
HR Manager,399715,Junior,False,1
BI Analyst,594930,Intermediate,True,4
Mobile Developer,107454,Senior,True,1
Software Engineer,307701,Junior,True,1
Software Engineer,311394,Junior,True,1
AI Engineer,408216,Intermediate,False,2
AI Engineer,499184,Senior,True,4
Software Engineer,107799,Senior,False,2
AI Engineer,119656,Intermediate,True,2
AI Engineer,683262,Intermediate,False,2
AI Engineer,260955,Senior,True,2
BI Analyst,444680,Senior,False,1
QA Engineer,490945,Intermediate,True,4
Mobile Developer,623962,Intermediate,True,5
AI Engineer,268634,Senior,False,2
AI Engineer,378723,Intermediate,False,1
Software Engineer,129399,Senior,True,2
Mobile Developer,534508,Junior,True,2
BI Analyst,707369,Senior,False,1
AI Engineer,513294,Intermediate,True,4
QA Engineer,510656,Intermediate,False,1
Mobile Developer,635757,Junior,False,1
QA Engineer,672076,Intermediate,False,2
BI Analyst,157075,Junior,False,2
AI Engineer,123201,Junior,False,2
Mobile Developer,256821,Junior,False,2
HR Manager,229003,Senior,False,1
AI Engineer,325064,Intermediate,True,1
Software Engineer,355196,Intermediate,True,2
QA Engineer,348599,Intermediate,False,1
Software Engineer,636349,Junior,True,2
QA Engineer,486266,Intermediate,False,1
Mobile Developer,730962,Senior,False,2
QA Engineer,516469,Senior,False,2
QA Engineer,434590,Intermediate,False,2
HR Manager,332582,Junior,False,1
QA Engineer,726131,Junior,False,2
BI Analyst,358519,Intermediate,True,2
QA Engineer,311496,Senior,False,1
QA Engineer,508522,Intermediate,True,5
BI Analyst,187715,Intermediate,True,1
Software Engineer,595846,Senior,True,4
QA Engineer,403586,Intermediate,False,2
QA Engineer,599174,Senior,False,1
QA Engineer,194412,Junior,True,1
Software Engineer,703537,Senior,True,4
Mobile Developer,104779,Junior,False,1
HR Manager,394267,Senior,False,1
Mobile Developer,694118,Junior,True,2
AI Engineer,147220,Junior,False,1
HR Manager,606472,Senior,False,1
Mobile Developer,340252,Junior,False,2
AI Engineer,724479,Junior,True,2
QA Engineer,180734,Senior,True,2
Software Engineer,101575,Intermediate,True,1
Mobile Developer,192984,Intermediate,True,1
BI Analyst,392841,Senior,True,2
HR Manager,545241,Intermediate,True,3
